,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
38757,34,NhdOYwSgspPUVcYakaN3XQ,"Restaurants, Southern",983,4.99126,Bone's Fish & More,36.074236,-86.639092,2597 Murfreesboro Pike,37217.0,"['food', 'fish', 'catfish', 'spaghetti', 'cole slaw']","['sandwich', 'delivery', 'tilapia', 'fruity tea', 'sauce']"
38792,66,hqzObWUta09EEw4fyOGe3A,"French, American (New), Restaurants",1802,5.042507042253521,Porter House Bistro,36.1885503,-86.7289423,1115 Porter Rd,37206.0,"['food', 'service', 'meal', 'menu', 'place']","['owner', 'bar', 'egg dish', 'street parking', 'parking']"
38863,23,-XXLRkZFz4DFGCyqTVIPqA,"Restaurants, Sushi Bars",18,3.6584695652173913,Samurai Sushi East,36.182788,-86.7359599,97 Chapel Ave,37206.0,"['service', 'quality', 'food', 'server', 'rolls']","['roll', 'spicy edamame', 'soft shell crab roll', 'ingredients', 'sushi']"
38886,25,c3Z0Hm-N2FCwpfLtVVzyLg,"Restaurants, Korean",1569,5.206283999999999,Manna,36.162325,-86.791128,1104 Charlotte Ave,37203.0,"['ribs', 'soft tofu soup', 'beef', 'seafood', 'fried rice']","['hot', 'menu', 'service', 'beer', 'atmosphere']"
38911,5,5wo7nNHOvfzt2c-PG0BUKQ,"Sandwiches, Restaurants, Fast Food",283,3.13744,Subway,36.1627724643,-86.7813782125,"530 Church St, Ste 100",37219.0,"['folks', 'veggies', 'guys', 'location', 'bologna']","['owner', 'sandwich maker', 'vegetables', 'spinach', 'cheese']"
38916,339,8xcWmiwVCLKT5opCuQV2Qg,"Restaurants, Mexican, Breakfast & Brunch",416,5.040244347826087,Oscar's Taco Shop,36.1628885,-86.781342,530 Church St,37243.0,"['food', 'service', 'tacos', 'staff', 'place']","['nachos', 'bathroom', 'waiting', 'parking', 'seating']"
39261,105,dBNfyR0RRX-w1SMuYYF3-A,"Food, Coffee & Tea, Local Flavor, Internet Cafes, Cafes, Restaurants, Breakfast & Brunch, Juice Bars & Smoothies",1629,5.050061682242991,The Jam Coffee House,36.1363792,-86.7894933,1210 Wedgewood Ave,37212.0,"['coffee', 'food', 'breakfast sandwich', 'staff', 'place']","['dairy', 'macadamia milk', 'barista', 'taste', 'tables']"
39368,103,C5lUI7qJ8NnmawAFVPZg8A,"Restaurants, Chinese",529,3.438001904761905,China Dragon,36.1444222,-86.8139076,"2914 W End Ave, Ste B",37203.0,"['food', 'service', 'price', 'portions', 'crab rangoons']","['employees', 'lady', 'food quality', 'chicken fried rice', 'chicken']"
39473,78,SD3NVGGI_qBk0YDyk8mf0w,"Restaurants, Breakfast & Brunch",1149,4.83571125,Sun & Fork,36.14576,-86.80847,2525 West End Ave,37203.0,"['food', 'breakfast', 'service', 'staff', 'environment']","['cashier', 'soup options', 'turkey sage soup', 'flavor', 'scrambled eggs']"
39553,42,HCHHrf21UAgbxAi8T4Q4Iw,"American (New), Tacos, Mexican, Restaurants",742,4.727526666666667,White Duck Taco Shop,36.1548880048,-86.7772537912,423 6th Ave S,28801.0,"['tacos', 'pork belly', 'flavor', 'taco', 'toppings']","['games', 'lunch', 'fish taco', 'bbq carnitas taco', 'pork belly taco']"
39598,38,DN_aM5zIdU4e-m-B9tewvQ,"Middle Eastern, Restaurants",584,3.742570731707317,Sam Kabob Gyro,36.0794489,-86.6435951,2500 Murfreesboro Pike,37217.0,"['food', 'service', 'prices', 'staff', 'people']","['vegetable', 'place', 'guy', 'meat', 'customer service']"
39639,13,a3_Eci6wmiSkWtP0CjRQvA,"Fish & Chips, American (Traditional), Restaurants, Seafood, Fast Food",1504,3.5016857142857143,Captain D's,36.1725216232,-86.7934449123,921 Jefferson St,37208.0,"['food', 'service', 'location', 'captain', 'fish']","['served', 'dinner', 'staff', 'meal', 'place']"
39653,90,HfUHovtSl2Mf6qj74J11-w,"Restaurants, American (Traditional), Comfort Food",765,4.424624175824176,Vittles Of Donelson,36.169624,-86.685292,2278 Lebanon Pike,37214.0,"['food', 'service', 'staff', 'place', 'portions']","['muffin', 'meals', 'servers', 'southern cooking', 'milk gravy']"
39744,8,ct-moUWiNkO9a8wjge2CkQ,"Ethnic Food, Food, Meat Shops, Grocery, Food Stands, Restaurants, Food Trucks, Butcher, Fruits & Veggies, Specialty Food",1607,5.7996,Uptown Fruit Market ,36.199885,-86.769471,1431 Dickerson Pike,37207.0,"['fruit', 'customer service', 'atmosphere', 'employees', 'mexican produce']","['veggies', 'service', 'taco truck', 'tacos', 'food']"
39752,23,vbzn9jiw5DCbHdzT_jPWSA,"Mediterranean, Middle Eastern, Restaurants",2323,5.005317391304348,Pita House,36.140713,-86.740049,611 Murfreesboro Pk,37210.0,"['food', 'place', 'staff', 'chicken shawarma', 'service']","['falafel', 'owner', 'ambiance', 'hummus', 'baba ganoush']"
39775,21,oU2dCy6Vag6HuF_SpsseZg,"Food Stands, Tacos, Restaurants, Mexican",2048,5.5892904761904765,Birrieria Y Taqueria Arandas,36.1695363,-86.6746243,104 Graylynn Dr,37214.0,"['food', 'place', 'mexican food', 'quesabirria', 'tacos']","['torta ahogada', 'tacos al pastor', 'fried', 'seating', 'area waiting']"
39796,119,HP03UxUpfwic04tBuqsqPw,"Restaurants, Thai, Brazilian",750,2.835627868852459,Royal Thai Restaurant,36.153973,-86.798519,120 19th Ave N,37203.0,"['menu', 'spring rolls', 'lady', 'staff', 'owners']","['chicken pad thai', 'takeout', 'chicken', 'noodles', 'pad thai']"
39918,15,h3MIdoJFAbmkQaUdqoCTtg,"Dive Bars, American (Traditional), Bars, Nightlife, Restaurants, Sports Bars",1772,3.4576,Joe's Place,36.10474,-86.819104,2227 Bandywood Dr,37215.0,"['bar', 'bartenders', 'drinks', 'top patio', 'place']","['bar', 'bartenders', 'drinks', 'top patio', 'place']"
39933,136,d_dFD_shmPpDhY4wMfEIRQ,"Tapas/Small Plates, American (New), Venues & Event Spaces, Nightlife, Beer Gardens, Restaurants, Breakfast & Brunch, Pizza, Bars, Event Planning & Services",1643,5.048393661971831,The Old School Nashville,36.2100434,-86.9238112,5022 Old Hydes Ferry Pike,37218.0,"['food', 'service', 'place', 'brunch', 'cocktails']","['omelette', 'farmhouse burger', 'veggie dish', 'pizzas', 'waiter']"
40075,286,Khv2xprJmMO69kjhr6g5Eg,"Burgers, Hot Dogs, Ice Cream & Frozen Yogurt, Food, Restaurants",870,4.741285374149659,Bobbie's Dairy Dip,36.151595,-86.8512699,5301 Charlotte Ave,37209.0,"['ice cream', 'burgers', 'place', 'food', 'serve']","['served', ""' s ice cream"", 'lines', 'line', 'wait']"
40369,79,AkNuIbco7mdsuOWLPyZXCg,"Mexican, Restaurants",482,3.9934,Blue Coast Burrito,36.135546,-86.888053,"6800 Charlotte Pike, Ste 106",37209.0,"['food', 'staff', 'fish tacos', 'service', 'salsas']","['bathrooms', 'guacamole', 'portion', 'veggie protein', 'beans']"
40451,10,APD2VSVODMPpmO1_y-dt3Q,"American (Traditional), Restaurants, Fish & Chips, Seafood, Fast Food",466,4.57674,Captain D's,36.127699,-86.7779367,2307 Franklin Pike,37204.0,"['food', 'service', 'country fried fish', 'hush puppies', 'lunch']","['meals', 'parking', 'dining', 'employees', 'condiment dispenser']"
40461,25,jf2eOxyT1tlA1lyqKavPXA,"Mexican, Restaurants",1876,5.568112,Calacas Mexican Cuisine,36.1563043,-86.7755399,411 Korean Veterans Blvd,37203.0,"['food', 'margaritas', 'empanadas', 'tacos', 'churros with ice cream']","['dinner', 'menu', 'entrees', 'host', 'staff attitude']"
40486,211,LmRyuir7orBNN43fyp8buQ,"Pizza, Food, Arts & Entertainment, Southern, Nightlife, Music Venues, Event Planning & Services, Musicians, Jazz & Blues, Restaurants, Soul Food",906,4.214502739726028,Soulshine Pizza Factory,36.149797,-86.796315,1907 Division St,37203.0,"['pizza', 'food', 'atmosphere', 'music', 'service']","['pepperoncini', 'plates', 'bartenders', 'onion pizza', 'parking']"
40705,559,maOMGu_2dSHKydBgZdTsvQ,"Tours, Local Flavor, Hotels & Travel, Arts & Entertainment, Event Planning & Services, American (Traditional), Nightlife, Restaurants, Music Venues, Barbeque, Bars, Venues & Event Spaces",1977,4.13369840425532,Wildhorse Saloon,36.1627656,-86.7751783,120 2nd Ave N,37201.0,"['food', 'place', 'music', 'atmosphere', 'drinks']","['bouncer', 'hostess', 'charge', 'management', 'customer service']"
41269,101,b_jg4hexYmhJoo8c4P6MoA,"Restaurants, Mexican",1554,4.71359801980198,El Metate Auténtico Mexicán Restaurant,36.2042672,-86.768764,1805 Dickerson Pike,37207.0,"['food', 'service', 'mexican food', 'staff', 'portions']","['lunch', 'steak', 'burrito sauce', 'couch', 'cheese sauce']"
41370,69,0ByzGehS0T5muzZ2qYGq_Q,"Restaurants, Chicken Wings",40,5.242677142857143,Ghot Wingz,36.1978836604,-86.7421000279,2617 Gallatin Pike,37216.0,"['wings', 'staff', 'flavors', 'food', 'service']","['entry way', 'buffalo', 'coffee grounds', 'flavor', 'pork chops']"
41440,23,FtY4uxKAXcZDDFUhfOp-lA,"Mediterranean, Food, Greek, Middle Eastern, Restaurants, Coffee & Tea",689,2.6389375,Levant Mediterranean Restaurant & Cafe,36.1326626,-86.7964,1703B Portland Ave,37212.0,"['food', 'quality', 'owners', 'dinner', 'prices']","['hummus', 'stuffed grape leaves', 'gyro', 'flavor', 'rice']"
41464,176,8x7oJzbcOndkG7Mlo96eXA,"Nightlife, Cocktail Bars, Bars, Restaurants, Tapas/Small Plates, American (New)",414,4.749322033898305,Black Rabbit,36.1649976,-86.7778088,218 3rd Ave N,37201.0,"['food', 'atmosphere', 'service', 'cocktails', 'drinks']","['music selection', 'ice', 'bar service', 'bartender', 'octopus salad']"
41641,143,e4S4IjVt9fxnArhX6cyAHA,"Restaurants, Sushi Bars, Thai, Asian Fusion",1661,4.930948951048952,The Eastern Peak - North Gulch,36.1579256,-86.788875,133 12th Ave N,37203.0,"['food', 'service', 'sushi', 'atmosphere', 'staff']","['charges', 'serving', 'noodle dish', 'rice', 'portions']"
41784,9,uEs_RuMTIVRMc-tAaXqk-A,"Salad, Pizza, Desserts, Restaurants, Food",2259,5.023011111111111,Mama Doughs Take N Bake Pizza,36.0133732,-86.7042496,6434 Nolensville Rd,37013.0,"['service', 'dinner', 'pizza', 'crust', 'owner']","['veggie', 'white chocolate macadamia cookies', 'customer service', 'pizzas', 'sauce']"
41793,86,x6oj723phubu9vb7Xq6KhQ,"Chicken Wings, Food Trucks, Food, Restaurants",2401,5.558761363636363,Thunderbird,36.1523805,-86.7893889,,37011.0,"['wings', 'cheese', 'flavor', 'food', 'slaw']","['smoked wings', 'smoked mac and cheese', 'smoke', 'thunderslaw', 'parking']"
41881,71,meah5bJYnP24TH6b-8r_Eg,"American (New), Mediterranean, Middle Eastern, Burgers, American (Traditional), Restaurants",1979,5.794723943661972,Peachtree Grill,36.1202411,-86.7490427,329 Peachtree St,37210.0,"['food', 'place', 'staff', 'service', 'spot']","[""lambchop ' s"", 'chicken kabobs', 'heaters', 'hummus', 'water']"
41952,5,eN1NbRBlOt2gem0fhOjIPQ,"Food Delivery Services, Event Planning & Services, Restaurants, Caterers, Food, Specialty Food",1673,5.97664,Actual Food Nashville,36.216906,-86.728443,3914 Gallatin Pike,37216.0,[],[]
41957,58,CoiSfZwEN0KZwZas6846tQ,"Chocolatiers & Shops, Restaurants, Specialty Food, Food, Bakeries, Candy Stores, Cafes",558,5.243698275862069,Olive and Sinclair Chocolate,36.172894,-86.740059,1628 Fatherland St,37206.0,"['chocolate', 'staff', 'tour', 'guide', 'mexican chocolate']","['service', 'chili', 'duck fat caramel', 'girl', 'counter']"
42015,109,N7MyXRAC47vldNJQZyWDtw,"Restaurants, Japanese, Sushi Bars",955,4.2600919642857145,Koto Sushi Bar,36.164541,-86.7805372,421 Union St,37219.0,"['sushi', 'service', 'food', 'atmosphere', 'price']","['carrots', 'wait staff', 'salad dressing', 'salad', 'dressing']"
42127,153,9N-VuWIyXdpLtbKmbCNVwg,"Vietnamese, Restaurants",430,4.637772611464968,Vui's Kitchen,36.17575,-86.7863666,"1120 4th Ave N, Ste 101",37208.0,"['food', 'service', 'pho', 'atmosphere', 'place']","['cuisine', 'rice cake', 'chicken strips', ""pork buns ' bread"", 'broth']"
42284,46,2709SJIFgW-8kS54Pnvc9g,"Restaurants, Caterers, Party & Event Planning, Event Planning & Services, Indian, Italian",124,5.244045652173913,eDESIa,36.1770123,-86.7487481,1112 Woodland St,37206.0,"['food', 'service', 'gnocchi', 'atmosphere', 'cocktails']","['wine', 'wine special', 'brunch menu', 'menu', 'spinach']"
42330,60,zfsteieoV3_R6ZbIm6XYUA,"Mexican, Restaurants",2486,3.0793693548387093,Blue Coast Burrito,36.024673,-86.712334,"6900 Lenox Village Dr, Ste 16",37211.0,"['location', 'food', 'service', 'fish burrito', 'ingredients']","['meat', 'line', 'lettuce', 'employees', 'salt']"
42392,143,7tE9fLBPwXvoxkykGJPbEw,"Restaurants, Comfort Food, Chinese, American (New), Mediterranean, Pasta Shops, Salad, Specialty Food, Food, Noodles, Italian, Asian Fusion",358,3.3845828767123285,Noodles & Company,36.1085807032,-86.8132267137,2116 Green Hills Village Dr,37215.0,"['food', 'staff', 'service', 'manager', 'prices']","['tables', 'pad thai', 'meal', 'drink machine', 'meat']"
42538,226,uHfHKZj_RsNwP03ar_vwQg,"Nightlife, Breakfast & Brunch, American (Traditional), American (New), Bars, Beer Bar, Coffee & Tea, Southern, Food, Music Venues, Restaurants, Arts & Entertainment",2260,4.043571739130434,NashHouse Southern Spoon and Saloon,36.1578561,-86.7814243,114 8th Ave S,37203.0,"['food', 'service', 'atmosphere', 'live music', 'music']","['hostesses', 'restroom', 'hostess', 'wait', 'okra']"
42768,42,QSn_5UAMTErtS8HpevjHfw,"Barbeque, Food, Restaurants",1074,4.946283720930233,Ooh Wee Bar-B-Q,36.1691667,-86.8102185,2008 Jefferson St,37208.0,"['food', 'place', 'pork shoulder sandwich', 'bbq', 'people']","['rib', 'smoked sausage', 'sausage', 'greens', 'wings']"
42811,55,nGhSGqhYkEnFOl_4LvqIIA,"Restaurants, Mexican",1998,4.372884210526316,El Stuffed Pepper,36.1250927684,-86.849343245,4520 Harding Rd,37205.0,"['service', 'food', 'salsa', 'mexican food', 'prices']","['guacamole', 'beef fajitas', 'taste', 'waiters', 'server']"
42868,227,gOLcG-FlUYYlr-_MrgnEpA,"Sandwiches, Barbeque, Restaurants, Vegetarian, American (New), Salad, Bars, Seafood, Food, American (Traditional), Nightlife, Desserts",1751,4.658991949152542,Green Hills Grille,36.105084,-86.812186,"2002 Richard Jones Rd, Ste 104A",37215.0,"['food', 'service', 'staff', 'place', 'server']","['prime rib tacos', 'tastes', 'seared ahi tuna', 'ceviche', 'dairy']"
43104,5,nCwyBkZFkVPJu6zGK64IDg,"Restaurants, Fish & Chips, Southern, Chicken Wings",1995,2.70706,Bill's Hot Chicken,36.2045262775,-86.8517305069,4226 Ashland City Hwy,37218.0,"['whiting fish sandwich', 'owner', 'waffles', 'service', 'chicken']","['lunch', 'customer service', 'place', 'food', 'staff']"
43109,11,YjK2fJPXKNo2KPbfJkwEXA,"Restaurants, Mexican",1405,3.8690833333333337,El Cabrito,36.0567407375,-86.7154633999,"5122 Nolensville Pike, Ste C",37211.0,"['food', 'staff', 'green salsa', 'salsa', 'prices']","['space', 'made tortilla chips', 'menu', 'beef', 'torta']"
43121,22,TplFWsl1xV9PYU38N7_ZDQ,"Venues & Event Spaces, Breakfast & Brunch, Ramen, Restaurants, Japanese, American (New), Event Planning & Services",1208,3.980588,Pop-To-Go,36.1829242,-86.749573,"604 Gallatin Ave, Ste 203",37206.0,"['food', 'service', 'staff', 'ambiance', 'music']","['broth', 'tonkutsu soup', 'texture', 'space', 'drinks']"
43146,112,O5LnTroDDouDbjdjufXJsg,"Mexican, Restaurants, American (New)",997,4.883415652173913,El Agavero,36.0771262545,-86.9514608706,"7657 Hwy 70 S, Ste 104",37221.0,"['food', 'service', 'salsa', 'staff', 'mexican food']","['customer service', 'waiter', 'tacos', 'table', 'meat']"
43261,232,vw5C1FO1aD4nc5Jvb1n-Qg,"Bars, Sandwiches, Breweries, Nightlife, Food, Restaurants, Beer Bar, Pizza",2341,5.246919915254237,TailGate Brewery Music Row,36.1526438,-86.7913121,1538 Demonbreun St,37203.0,"['beer', 'pizza', 'staff', 'food', 'service']","['parking', 'employees', 'cheese', 'mac and cheese pizza', 'flavor']"
43497,12,j4UO55f979mmMfZbeDtygA,"Restaurants, Pizza, Chicken Wings, Italian",1853,1.7868666666666666,Pizza Hut,36.1125791,-86.7651404,718 Thompson Ln,37204.0,"['carryout', 'pizza', 'service', 'lunch', 'pizza hut stuffed crust']","['pizza hut', 'staff', 'carry', 'employees', 'price']"
43509,570,uEe6LCrh8vcPY9-T-CGvGQ,"Soul Food, Chicken Wings, Restaurants, Southern",2258,4.264110189982729,Bolton's Spicy Chicken & Fish,36.1740488,-86.7613955,624 Main St,37206.0,"['chicken', 'hot chicken', 'food', 'catfish', 'sides']","['kitchen', 'cayenne pepper', 'wait', 'mac n cheese', 'waiting']"
44088,11,cSjeRwkVvBtrcYF5VDgrog,"Restaurants, Mexican",1589,3.9486,US Border Cantina,36.1453264,-86.8134467,106 29th Ave N,37203.0,"['place', 'meal', 'burrito', 'atmosphere', 'food']","['burrito', 'atmosphere', 'food', 'service', 'drinks']"
44099,39,cr1BA7byDDj_fkiP7rtNjA,"Chinese, Seafood, Soup, Restaurants",1605,4.59403076923077,China King,36.015989,-86.705445,6601 Sugar Valley Dr,37211.0,"['food', 'egg roll', 'chinese food', 'delivery', 'prices']","['crap', 'drivers', 'quality of chicken', 'restaurants', 'quality']"
44138,59,UesAtrCdqntO6MvejjGDCg,"Coffee & Tea, Sandwiches, Breakfast & Brunch, Cafes, Wraps, Food, Italian, Bakeries, Local Flavor, Restaurants",1239,4.515691666666667,Panini Bread Cafe,36.1578904904,-86.6358614086,557 Stewarts Ferry Pike,37214.0,"['food', 'staff', 'coffee', 'service', 'atmosphere']","[""tea '"", 'panini bread', 'strawberry salad', 'door dash', 'woman']"
44198,12,mGPBv7-zGpGGIChYVhHwtQ,"American (Traditional), Breakfast & Brunch, Restaurants, Burgers",1962,3.9665916666666665,The Sportsgrille,36.1599592,-86.7774206,"Nashville Downtown Hilton, 121 4th Ave S",37201.0,"['american', 'menu', 'hot wings', 'bar', 'cocktail']","['sports grill', 'service', 'chicken fingers', 'spinach dip', 'coffee']"
44210,37,_d34cqarF3WWEP7m3EUp-g,"Wine Bars, Bars, Desserts, Sandwiches, Food, American (New), Seafood, Nightlife, Restaurants",1484,4.756465789473684,The Continental,36.1579477815,-86.7848551646,"1000 Broadway, Ste 101",37203.0,"['prime rib', 'dining', 'staff', 'oysters', 'entrees']","['caviar with potato chips', 'squash', 'parking', 'crab', 'ahi dishes']"
44248,39,hAJRNzNudWuUTOUwXurovg,"German, Sports Bars, Bars, Nightlife, Restaurants, Pubs, American (Traditional), Mexican",1776,4.30844,Germantown Depot,36.1776548,-86.7908724,1318 6th Ave N,37208.0,"['bartender', 'pretzel', 'trolley', 'bar', 'time']","['manager', 'employees', 'customer service', 'management', 'bartenders']"
44288,19,XJ68pvsPUTMpDEW0PXIyvg,"Hot Dogs, Food Trucks, Food, Caterers, Restaurants, Street Vendors, Event Planning & Services",1339,5.438205263157895,Jay's Chicago,35.93368,-86.859137,,37027.0,"['italian beef sandwich', 'food', 'portion', 'hot beef', 'value']","['lunch', 'sandwiches', 'gravy', 'breakfast', 'prices']"
44307,236,qvhz-oTyKjpFsYUBy0Uz0Q,"Tapas/Small Plates, Restaurants, Breakfast & Brunch, Sushi Bars, Seafood, American (New)",2127,3.473011475409836,Cascades American Cafe,36.2114295485,-86.6947118193,2800 Opryland Dr,37214.0,"['atmosphere', 'food', 'staff', 'view', 'meal']","['manager', 'wait', 'cheese', 'breakfast buffet', 'buffet']"
44551,154,qZa7ClLmG89oI09E6QUnyQ,"Grocery, Restaurants, Specialty Food, Convenience Stores, Chocolatiers & Shops, Coffee & Tea, Cafes, Food, Beer, Wine & Spirits",2112,5.155216560509555,J & J's Market & Cafe,36.1505876,-86.7976503,1912 Broadway,37203.0,"['coffee', 'place', 'atmosphere', 'beer', 'staff']","['tables', 'wireless', 'barista', 'chairs', 'beans']"
44708,89,841xWZNO5NcSCltjGEtW1w,"Restaurants, Breakfast & Brunch, American (Traditional)",369,5.227297752808989,Ruby Ann's,36.1842732954,-86.7550356807,726 Mcferrin Ave,37206.0,"['food', 'place', 'fries', 'burger', 'biscuits']","['tables', 'guy', 'spots', 'time', 'breakfast taco']"
44797,35,NeFqfOSvIdye13QGhDQ_Hw,"Restaurants, Greek",979,4.413582857142857,Chicago Style Gyros,36.2352008,-86.7577823,3221 Dickerson Pike,37207.0,"['food', 'gyros', 'staff', 'portions', 'service']","['greek salad with chicken', 'pita', 'chicken sandwich', 'guy', 'counter']"
44832,101,GOYnaGqdeI8nzg5EnPOd4w,"Restaurants, Barbeque, Specialty Food, Food",712,5.408638461538461,G'z Bbq,36.187706,-86.746253,"925 Gallatin Rd, Ste 101",37206.0,"['bbq', 'ribs', 'food', 'people', 'service']","['dessert', 'spices', 'bar', 'restaurant', 'gentleman']"
44936,17,syWnBBs6EN2w1Hd0YFXOdA,"Restaurants, American (New)",2200,4.872883333333333,Radius 10,36.1557854,-86.7860858,1103 McGavock St,37203.0,[],[]
44954,39,XdTrPmRcx2NG4btkBclEkA,"Desserts, Food, Salad, Pizza, Restaurants",1353,2.790776923076923,Roma Pizza and Pasta,36.119947,-86.750321,"2403 Nolensville Pike, Ste 105",37211.0,"['delivery', 'wings', 'pizza', 'food', 'garlic']","['pasta dish', 'cinnamon sticks', 'breadsticks', 'chocolate cake', 'salad']"
44993,375,MXTV7gLn1GcgBIskfIXwMg,"Food, American (New), Restaurants, Beer, Wine & Spirits",932,5.278048947368421,Sedona Taphouse,36.1757655,-86.7847052,1120 3rd Ave N,37208.0,"['food', 'service', 'staff', 'drinks', 'atmosphere']","['crab flatbread', 'greet time', 'white sauce', 'pizza', 'pork']"
